"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","MaritalStatus","OverTime","Age_Group","DRate_Group","DistanceFromHome_Group","Education_Group","EmployeeNumber_Group","EnvironmentSat_Group","HourlyRate_Group","JobInvolvement_Group","JobLevel_Group","JobSatisfaction_Group","MonthlyIncome_Group","MonthlyRate_Group","NumCompaniesWorked_Group","PercentSalaryHike_Group","PerformanceRating_Group","RelationshipSatisfaction_Group","StockOptionLevel_Group","TotalWorkingYears_Group","TrainingTimesLastYear_Group","WorkLifeBalance_Group","YearsAtCompany_Group","YearsInCurrentRole_Group","YearsSinceLastPromotion_Group","YearsWithCurrManager_Group"
"667","No","Travel_Rarely","Research & Development","Other","Male","Laboratory Technician","Divorced","Yes","young","medium","short","1","high","satisfactory","medium","3","1","satisfactory","medium","low","large","[18,25]","3","3","1","[6,10)","[2,3)","2","[0,3)","[2,3)","[0,1)","[2,3)"
"668","No","Travel_Rarely","Research & Development","Other","Female","Manufacturing Director","Divorced","No","elder","high","short","2","high","satisfactory","medium","2","2","satisfactory","medium","low","medium","[18,25]","3","1","2","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"669","Yes","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","Divorced","Yes","elder","medium","long","3","low","satisfactory","low","3","1","satisfactory","low","high","large","[18,25]","4","4","1","[13,28]","[0,2)","1","[0,3)","[0,2)","[0,1)","[0,2)"
"670","No","Travel_Rarely","Human Resources","Medical","Male","Human Resources","Single","No","elder","medium","long","4","medium","unsatisfactory","low","3","1","unsatisfactory","low","low","medium","[14,18)","3","1","0","[6,10)","[3,6]","3","[5,9)","[3,7)","[0,1)","[3,7)"
"671","No","Non-Travel","Sales","Other","Male","Sales Executive","Divorced","No","elder","high","long","3","low","satisfactory","medium","1","3","unsatisfactory","high","medium","large","[14,18)","3","3","1","[13,28]","[2,3)","3","[0,3)","[0,2)","[0,1)","[0,2)"
"672","No","Travel_Rarely","Research & Development","Technical Degree","Male","Research Scientist","Married","No","elder","medium","long","3","high","satisfactory","high","3","1","satisfactory","low","low","large","[18,25]","4","4","1","[6,10)","[3,6]","3","[5,9)","[3,7)","[0,1)","[3,7)"
"673","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Representative","Single","Yes","mid","low","medium","3","low","satisfactory","low","3","1","satisfactory","low","low","medium","[12,14)","3","2","0","[0,6)","[2,3)","3","[0,3)","[0,2)","[0,1)","[0,2)"
"674","No","Travel_Rarely","Sales","Other","Male","Sales Executive","Married","No","elder","low","short","3","low","satisfactory","medium","3","2","unsatisfactory","medium","medium","small","[18,25]","3","2","1","[6,10)","[3,6]","4","[5,9)","[7,18]","[1,15]","[7,14]"
"675","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","Married","No","elder","medium","long","4","medium","satisfactory","low","3","1","satisfactory","medium","high","small","[18,25]","3","1","1","[0,6)","[3,6]","3","[3,5)","[3,7)","[1,15]","[2,3)"
"676","No","Travel_Rarely","Sales","Marketing","Male","Manager","Divorced","No","elder","low","long","3","low","unsatisfactory","medium","2","4","satisfactory","high","high","large","[12,14)","3","3","1","[10,13)","[3,6]","2","[0,3)","[0,2)","[0,1)","[0,2)"
"677","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","Single","No","elder","low","short","3","low","satisfactory","high","3","4","unsatisfactory","high","low","large","[18,25]","3","3","0","[13,28]","[3,6]","3","[5,9)","[7,18]","[1,15]","[0,2)"
"678","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","Divorced","No","mid","high","short","3","low","satisfactory","low","4","3","satisfactory","high","medium","small","[14,18)","3","1","3","[13,28]","[3,6]","2","[9,40]","[7,18]","[1,15]","[7,14]"
"679","No","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","Married","Yes","mid","high","medium","4","high","unsatisfactory","high","4","2","unsatisfactory","medium","high","large","[12,14)","3","4","1","[6,10)","[3,6]","3","[3,5)","[2,3)","[0,1)","[2,3)"
"680","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Married","No","elder","medium","short","3","medium","unsatisfactory","high","3","1","unsatisfactory","low","medium","large","[12,14)","3","3","0","[10,13)","[3,6]","4","[3,5)","[2,3)","[1,15]","[2,3)"
"681","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Married","No","elder","medium","medium","4","low","satisfactory","medium","2","3","satisfactory","high","low","large","[11,12)","3","1","1","[13,28]","[2,3)","2","[9,40]","[7,18]","[1,15]","[7,14]"
"682","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Married","No","mid","low","long","3","high","unsatisfactory","high","4","1","unsatisfactory","low","medium","medium","[18,25]","3","4","3","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"683","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Married","No","mid","medium","short","2","low","satisfactory","high","2","1","unsatisfactory","medium","medium","medium","[14,18)","3","1","1","[13,28]","[2,3)","2","[3,5)","[0,2)","[0,1)","[2,3)"
"684","No","Travel_Rarely","Sales","Marketing","Female","Sales Representative","Married","Yes","mid","medium","short","4","high","unsatisfactory","medium","1","2","satisfactory","medium","low","medium","[18,25]","4","1","2","[13,28]","[3,6]","2","[3,5)","[2,3)","[0,1)","[3,7)"
"685","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Single","No","young","medium","medium","3","high","satisfactory","low","3","2","satisfactory","medium","low","medium","[14,18)","3","1","0","[6,10)","[3,6]","3","[5,9)","[7,18]","[0,1)","[7,14]"
"686","No","Travel_Rarely","Sales","Medical","Female","Sales Executive","Married","No","mid","low","short","3","high","unsatisfactory","high","2","3","satisfactory","high","medium","small","[18,25]","3","3","2","[10,13)","[2,3)","3","[9,40]","[7,18]","[1,15]","[3,7)"
"687","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","Single","No","elder","high","long","3","high","unsatisfactory","high","3","3","satisfactory","high","medium","medium","[18,25]","4","2","0","[13,28]","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"688","Yes","Travel_Rarely","Sales","Marketing","Male","Sales Representative","Single","No","young","low","medium","1","high","unsatisfactory","low","3","1","unsatisfactory","low","low","medium","[12,14)","3","2","0","[0,6)","[3,6]","3","[0,3)","[0,2)","[1,15]","[0,2)"
"689","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Single","No","elder","low","long","3","high","satisfactory","low","3","2","satisfactory","medium","high","large","[14,18)","3","3","0","[6,10)","[3,6]","3","[5,9)","[3,7)","[0,1)","[0,2)"
"690","No","Travel_Frequently","Research & Development","Life Sciences","Female","Research Director","Single","Yes","mid","low","short","2","low","unsatisfactory","high","3","3","satisfactory","high","medium","medium","[12,14)","3","3","0","[13,28]","[0,2)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"691","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Married","No","elder","low","short","3","low","satisfactory","medium","2","1","satisfactory","low","low","large","[14,18)","3","1","1","[6,10)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"692","Yes","Travel_Rarely","Research & Development","Medical","Male","Manager","Married","Yes","elder","medium","short","3","medium","satisfactory","high","3","5","unsatisfactory","high","high","large","[12,14)","3","4","1","[13,28]","[2,3)","3","[5,9)","[2,3)","[1,15]","[3,7)"
"693","No","Travel_Frequently","Sales","Marketing","Female","Sales Executive","Single","No","elder","medium","long","3","low","satisfactory","medium","3","3","satisfactory","high","low","large","[11,12)","3","4","0","[13,28]","[3,6]","3","[0,3)","[2,3)","[1,15]","[0,2)"
"694","No","Travel_Rarely","Sales","Medical","Male","Sales Representative","Married","No","young","high","long","1","medium","satisfactory","medium","3","1","unsatisfactory","low","high","medium","[18,25]","4","2","0","[0,6)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
"695","No","Non-Travel","Research & Development","Life Sciences","Male","Research Scientist","Married","No","mid","medium","short","4","medium","satisfactory","low","2","1","satisfactory","low","high","large","[14,18)","3","4","3","[6,10)","[2,3)","3","[0,3)","[0,2)","[0,1)","[0,2)"
"696","No","Travel_Frequently","Research & Development","Life Sciences","Female","Research Director","Single","Yes","elder","medium","long","4","low","satisfactory","low","3","5","unsatisfactory","high","high","large","[11,12)","3","4","0","[13,28]","[3,6]","3","[3,5)","[2,3)","[1,15]","[2,3)"
"697","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","Single","Yes","elder","low","long","3","high","satisfactory","medium","3","2","unsatisfactory","medium","high","large","[18,25]","3","4","0","[6,10)","[3,6]","3","[5,9)","[2,3)","[1,15]","[3,7)"
"698","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Divorced","No","young","high","short","3","high","unsatisfactory","medium","2","1","satisfactory","low","medium","medium","[14,18)","3","4","1","[0,6)","[2,3)","1","[0,3)","[0,2)","[0,1)","[0,2)"
"699","No","Travel_Rarely","Research & Development","Other","Female","Research Scientist","Married","No","elder","high","long","4","high","satisfactory","medium","3","1","unsatisfactory","low","medium","large","[12,14)","3","4","1","[10,13)","[3,6]","2","[5,9)","[2,3)","[1,15]","[3,7)"
"700","Yes","Non-Travel","Research & Development","Medical","Female","Research Scientist","Single","Yes","young","low","long","3","medium","unsatisfactory","high","2","1","unsatisfactory","low","low","medium","[18,25]","4","2","0","[0,6)","[2,3)","4","[0,3)","[0,2)","[0,1)","[0,2)"
"701","No","Non-Travel","Research & Development","Life Sciences","Male","Research Scientist","Single","No","elder","low","long","2","high","satisfactory","low","2","2","satisfactory","medium","medium","medium","[12,14)","3","4","0","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"702","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Divorced","Yes","mid","low","medium","2","low","unsatisfactory","high","4","1","unsatisfactory","low","medium","small","[12,14)","3","4","2","[6,10)","[3,6]","2","[5,9)","[2,3)","[0,1)","[3,7)"
"703","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","Divorced","Yes","mid","low","short","3","high","unsatisfactory","medium","3","1","unsatisfactory","low","high","medium","[12,14)","3","4","1","[0,6)","[2,3)","3","[0,3)","[0,2)","[0,1)","[0,2)"
"704","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","Married","No","mid","high","long","3","low","satisfactory","high","3","3","unsatisfactory","high","low","small","[14,18)","3","3","2","[10,13)","[3,6]","2","[9,40]","[7,18]","[1,15]","[7,14]"
"705","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Divorced","No","elder","low","medium","4","high","satisfactory","high","3","1","unsatisfactory","low","high","medium","[18,25]","4","2","2","[0,6)","[2,3)","3","[5,9)","[3,7)","[0,1)","[3,7)"
"706","No","Travel_Frequently","Sales","Life Sciences","Male","Sales Executive","Divorced","No","mid","medium","long","3","high","satisfactory","high","3","2","satisfactory","medium","high","medium","[18,25]","3","4","1","[6,10)","[3,6]","3","[0,3)","[0,2)","[1,15]","[2,3)"
"707","Yes","Travel_Frequently","Human Resources","Human Resources","Female","Human Resources","Divorced","No","young","medium","medium","3","high","satisfactory","medium","2","1","satisfactory","low","low","large","[11,12)","3","3","1","[6,10)","[0,2)","2","[3,5)","[2,3)","[1,15]","[2,3)"
"708","No","Non-Travel","Research & Development","Life Sciences","Male","Research Scientist","Single","No","elder","low","medium","3","high","unsatisfactory","low","3","1","satisfactory","low","high","large","[12,14)","3","3","0","[6,10)","[2,3)","2","[3,5)","[2,3)","[1,15]","[2,3)"
"709","No","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","Married","Yes","young","medium","medium","1","medium","unsatisfactory","high","2","2","satisfactory","medium","medium","medium","[14,18)","3","3","1","[10,13)","[2,3)","2","[9,40]","[7,18]","[1,15]","[2,3)"
"710","Yes","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","Married","No","elder","low","medium","2","high","satisfactory","medium","3","1","satisfactory","low","low","large","[11,12)","3","4","1","[13,28]","[3,6]","1","[9,40]","[7,18]","[1,15]","[7,14]"
"711","No","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","Single","No","elder","high","long","4","medium","satisfactory","medium","3","3","satisfactory","high","high","large","[12,14)","3","4","0","[13,28]","[3,6]","2","[9,40]","[7,18]","[1,15]","[3,7)"
"712","No","Travel_Rarely","Sales","Technical Degree","Female","Sales Executive","Married","Yes","mid","high","long","4","high","unsatisfactory","medium","2","2","satisfactory","medium","low","medium","[12,14)","3","1","1","[10,13)","[3,6]","3","[9,40]","[7,18]","[1,15]","[7,14]"
"713","No","Travel_Frequently","Research & Development","Medical","Male","Research Director","Single","Yes","elder","low","long","5","high","satisfactory","high","1","4","satisfactory","high","high","medium","[12,14)","3","4","0","[10,13)","[2,3)","3","[9,40]","[3,7)","[1,15]","[7,14]"
"714","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Married","No","elder","high","long","4","medium","satisfactory","low","3","1","satisfactory","low","low","large","[14,18)","3","1","2","[13,28]","[2,3)","2","[0,3)","[0,2)","[0,1)","[0,2)"
"715","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Divorced","Yes","elder","high","medium","2","low","satisfactory","low","3","2","unsatisfactory","medium","low","large","[11,12)","3","1","1","[6,10)","[3,6]","4","[5,9)","[3,7)","[0,1)","[3,7)"
"716","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Representative","Single","No","young","low","medium","3","high","unsatisfactory","low","1","1","unsatisfactory","low","medium","medium","[12,14)","3","3","0","[0,6)","[3,6]","3","[0,3)","[2,3)","[1,15]","[2,3)"
"717","No","Travel_Rarely","Sales","Marketing","Female","Manager","Married","No","elder","high","short","3","medium","satisfactory","medium","3","4","unsatisfactory","high","high","large","[18,25]","4","1","0","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"718","No","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","Married","Yes","young","low","short","3","medium","satisfactory","low","2","1","satisfactory","medium","medium","medium","[12,14)","3","2","1","[0,6)","[2,3)","3","[0,3)","[2,3)","[1,15]","[2,3)"
"719","Yes","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Single","Yes","mid","low","long","3","high","unsatisfactory","medium","3","3","unsatisfactory","high","low","medium","[18,25]","4","3","0","[10,13)","[2,3)","2","[0,3)","[0,2)","[0,1)","[0,2)"
"720","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","Married","No","elder","medium","long","3","high","unsatisfactory","high","2","3","satisfactory","high","high","medium","[12,14)","3","4","2","[13,28]","[2,3)","3","[9,40]","[7,18]","[1,15]","[7,14]"
"721","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Married","No","elder","high","short","3","high","satisfactory","medium","2","1","unsatisfactory","medium","high","large","[14,18)","3","2","1","[0,6)","[3,6]","3","[0,3)","[0,2)","[0,1)","[0,2)"
